学习时长,出勤率,家长参与度,资源获取,课外活动,睡眠时间,过往成绩,学习动机水平,网络接入,辅导课程,家庭收入,教师质量,学校类型,同伴影响,体育活动,学习障碍,家长教育水平,家庭距离,性别,考试成绩
22,73,低,中,是,7,67,中,是,3,高,中,私立,积极,2,否,高中,远,男,65
31,73,中,高,是,6,68,高,是,1,中,中,公立,积极,3,否,高中,近,女,70
15,84,低,低,是,7,89,高,是,1,低,高,公立,中性,3,否,高中,近,女,65
15,67,高,中,是,5,80,高,是,3,中,高,公立,中性,4,否,大学,近,男,67
15,71,高,低,否,6,68,低,否,5,低,中,公立,积极,4,否,大学,近,女,64
24,77,中,中,否,8,87,高,是,2,低,中,公立,积极,1,是,研究生,中等,女,68
23,74,中,高,是,6,93,中,是,4,高,中,私立,中性,3,否,高中,近,女,70
19,81,低,高,是,6,62,中,否,1,中,低,公立,消极,3,否,高中,中等,女,64
14,84,高,中,否,6,51,低,是,4,高,中,公立,中性,3,否,高中,近,男,67
21,83,高,高,否,7,64,中,是,2,中,低,私立,中性,2,否,高中,近,男,68
11,86,中,中,是,4,84,中,是,5,低,高,公立,中性,4,是,高中,近,男,67
21,72,中,低,是,6,96,低,是,4,高,中,公立,积极,2,是,大学,中等,女,66
25,65,中,高,是,8,93,低,否,2,中,中,公立,消极,3,否,大学,中等,女,66
12,90,中,低,是,7,61,中,是,2,低,高,私立,积极,2,否,高中,近,男,66
11,94,低,低,是,8,94,中,是,2,低,中,公立,积极,2,否,大学,近,男,67
29,70,中,中,是,4,91,低,是,2,低,中,公立,积极,3,否,大学,近,男,69
16,76,低,中,否,6,87,中,是,3,低,中,私立,中性,4,否,大学,近,女,65
27,80,低,低,是,7,84,低,是,4,低,中,公立,积极,3,否,大学,中等,男,68
19,81,低,高,否,8,90,中,是,2,低,中,私立,中性,3,否,高中,近,女,67
19,86,中,中,是,9,93,低,是,1,低,高,公立,积极,3,否,大学,近,男,69
23,62,中,中,否,8,91,高,否,3,高,低,公立,中性,3,否,高中,中等,男,64
15,89,中,中,否,6,56,低,是,2,中,中,公立,积极,4,否,大学,近,男,67
21,62,高,中,否,6,86,中,是,2,中,高,私立,积极,4,否,高中,近,女,67
18,79,中,高,否,9,92,低,是,1,低,中,私立,中性,3,否,大学,近,男,67
12,93,中,高,否,6,59,中,是,2,低,中,私立,积极,3,否,高中,中等,女,67
22,78,中,高,是,5,61,低,是,2,低,中,公立,中性,4,否,大学,近,男,68
18,66,中,中,是,7,89,高,是,4,低,中,公立,积极,3,是,高中,近,男,65
19,99,低,高,否,9,67,低,是,3,高,中,公立,中性,1,否,大学,中等,男,70
13,96,中,中,否,6,70,中,是,1,低,高,公立,中性,3,否,大学,近,女,68
30,91,高,低,是,6,69,中,是,2,中,高,公立,消极,4,否,高中,中等,女,72
25,76,中,高,否,6,61,中,是,1,中,中,公立,中性,3,否,研究生,远,男,67
26,67,高,低,是,8,97,中,是,2,中,中,公立,中性,0,否,高中,中等,女,66
18,98,低,低,是,7,90,低,是,0,高,高,私立,积极,1,否,高中,中等,男,68
10,81,中,高,否,8,63,中,是,1,低,低,公立,中性,2,否,,近,男,64
32,94,中,高,是,9,55,高,是,4,中,中,私立,积极,2,是,高中,近,男,75
20,74,高,低,是,5,69,高,是,1,中,中,公立,积极,4,否,大学,中等,女,66
16,73,高,高,是,6,71,中,是,0,低,中,公立,积极,4,否,研究生,近,男,67
23,99,高,高,否,6,50,中,否,1,高,中,私立,中性,5,是,高中,近,男,71
27,81,低,高,否,7,94,低,是,0,低,中,公立,中性,4,否,大学,中等,男,68
20,66,中,中,是,8,93,中,是,2,低,高,公立,中性,3,否,高中,近,男,65
28,69,低,高,是,6,93,低,是,0,高,低,公立,消极,3,否,大学,近,男,67
26,79,低,高,是,6,90,低,否,0,高,中,私立,消极,2,是,大学,中等,男,66
14,62,低,中,否,8,87,中,是,1,中,中,公立,积极,1,否,高中,中等,男,60
16,79,中,中,否,8,82,低,是,2,低,中,私立,中性,3,是,研究生,中等,女,64
26,77,中,中,是,7,98,低,是,0,高,中,公立,中性,1,否,研究生,,男,69
4,91,中,中,否,4,86,低,是,3,低,中,私立,中性,4,是,大学,中等,男,64
19,74,中,高,否,9,82,高,是,2,低,中,私立,中性,3,否,高中,中等,男,66
11,99,高,中,是,7,89,高,是,3,低,中,公立,积极,3,否,大学,近,男,72
17,67,低,低,是,7,62,中,是,0,低,中,公立,积极,4,否,高中,中等,女,60
18,84,低,高,是,6,98,低,是,3,中,中,公立,积极,3,否,高中,近,男,69
18,64,中,中,是,6,51,中,是,2,低,中,公立,积极,1,否,高中,近,女,62
17,89,中,中,是,6,82,中,是,3,中,中,私立,积极,3,否,大学,近,女,70
13,100,低,低,是,4,54,低,是,3,低,低,公立,积极,2,否,高中,近,女,65
34,93,高,中,是,6,93,高,是,2,低,高,公立,中性,4,否,高中,近,男,77
31,82,中,高,是,5,98,中,是,0,低,低,公立,中性,3,否,高中,近,男,71
13,79,中,高,否,7,70,高,是,4,低,中,公立,积极,3,是,高中,近,女,66
29,93,中,中,否,5,93,中,是,2,低,中,公立,积极,3,否,研究生,近,女,74
18,97,中,高,否,8,67,中,是,1,中,高,公立,中性,3,否,高中,近,男,70
21,100,中,中,否,5,58,中,是,2,中,中,私立,中性,2,否,高中,中等,男,69
20,76,中,中,否,9,64,低,是,2,低,中,公立,消极,2,否,大学,中等,男,64
16,100,中,中,是,8,65,高,是,1,高,中,公立,积极,2,是,大学,中等,女,69
26,66,高,高,是,5,82,中,是,1,低,中,公立,中性,3,否,高中,近,女,68
21,70,中,低,是,7,90,中,否,1,低,中,公立,中性,4,否,高中,中等,男,63
17,64,中,中,是,6,60,中,是,1,中,中,私立,积极,2,是,高中,近,男,61
12,71,中,中,否,8,54,中,是,0,低,低,公立,积极,5,否,大学,近,男,61
15,91,中,低,是,10,61,中,是,0,低,高,公立,中性,4,否,高中,中等,男,65
10,94,中,高,否,9,65,中,是,3,低,低,私立,消极,2,否,高中,中等,女,65
20,91,高,中,是,6,64,高,是,0,高,中,私立,积极,3,是,高中,中等,女,69
13,85,高,高,是,7,61,高,是,3,中,高,公立,积极,2,否,高中,中等,女,69
18,81,低,中,否,9,73,中,是,1,高,中,公立,消极,2,否,高中,近,男,65
28,88,低,高,是,8,93,中,是,3,低,中,公立,消极,1,否,研究生,中等,女,72
27,76,高,高,是,9,55,中,是,3,低,中,私立,中性,0,否,高中,中等,女,69
20,94,高,中,是,8,93,低,是,1,中,中,公立,中性,3,否,大学,中等,女,71
19,87,中,中,是,7,75,中,是,2,低,低,公立,消极,3,否,高中,中等,女,67
31,88,中,高,否,7,83,中,是,0,低,中,私立,中性,2,否,高中,近,男,72
23,81,高,高,否,5,91,低,是,0,高,高,公立,积极,3,是,高中,近,女,70
18,95,低,中,是,6,65,高,是,1,低,高,公立,消极,3,否,高中,近,女,68
11,70,中,中,否,6,98,中,是,3,高,中,私立,中性,4,否,研究生,近,女,66
22,75,中,高,否,6,54,低,是,4,低,高,公立,积极,4,否,高中,近,男,68
25,91,高,低,是,7,76,低,是,1,低,高,私立,积极,3,否,大学,近,女,71
16,80,低,中,是,7,63,高,是,2,低,中,私立,中性,3,否,,远,男,63
22,96,中,高,否,7,70,中,否,2,中,中,私立,消极,4,否,大学,中等,男,70
18,74,中,高,否,8,72,高,是,1,低,高,公立,消极,2,否,大学,中等,男,65
19,75,高,高,是,6,96,中,是,2,中,中,公立,积极,4,否,高中,近,女,70
5,96,中,低,是,8,72,低,是,3,中,中,公立,消极,5,否,高中,近,男,65
19,79,高,高,是,9,85,中,是,0,中,中,公立,积极,2,否,高中,中等,男,68
26,81,高,中,是,8,98,低,是,1,中,低,私立,中性,2,是,高中,近,女,69
16,73,中,中,是,6,75,高,是,3,中,中,公立,积极,3,否,高中,中等,女,66
20,71,低,中,否,8,70,中,是,0,中,高,私立,中性,3,否,高中,远,女,62
15,86,中,高,否,8,99,高,是,2,中,中,公立,中性,5,否,高中,近,男,70
22,65,高,低,否,8,91,中,是,2,高,中,公立,消极,2,否,大学,中等,女,65
19,95,低,高,是,9,97,低,是,0,中,中,公立,中性,2,否,研究生,近,男,71
14,91,中,高,是,8,70,中,是,2,低,中,私立,中性,0,否,研究生,中等,男,68
28,68,低,低,是,9,85,中,是,0,中,中,公立,消极,3,否,研究生,近,男,65
26,88,低,高,是,7,62,高,否,1,高,高,私立,积极,2,否,高中,近,女,70
16,84,中,高,是,6,93,中,是,0,高,中,公立,积极,3,否,高中,中等,男,69
23,67,中,低,是,9,97,中,是,1,中,中,私立,积极,3,否,大学,中等,男,66
23,71,中,中,是,6,63,低,是,1,低,高,公立,积极,5,否,,中等,男,66
24,76,高,中,否,10,55,低,是,2,低,中,公立,积极,4,否,高中,近,男,67
10,88,低,中,否,9,60,中,是,1,低,中,公立,积极,3,否,高中,中等,女,63
26,86,低,高,是,7,82,中,是,2,低,中,私立,积极,3,否,高中,中等,女,70
17,81,高,中,否,9,64,中,是,0,高,中,公立,积极,3,是,高中,远,男,65
18,91,中,高,否,8,82,中,是,3,中,中,私立,积极,2,否,高中,中等,男,70
36,90,中,高,是,5,68,低,是,1,低,高,公立,积极,2,否,高中,中等,男,74
22,85,高,中,是,6,96,中,是,0,低,中,公立,中性,3,否,,中等,女,69
18,91,高,中,否,7,73,低,是,0,低,中,公立,消极,4,否,大学,近,男,68
7,73,中,中,是,7,75,中,是,1,高,高,私立,积极,3,否,大学,近,男,64
28,95,高,中,否,9,67,低,是,2,中,中,公立,中性,3,否,高中,近,男,73
12,85,中,中,是,7,54,中,是,4,低,高,公立,积极,3,否,大学,中等,男,66
14,93,中,低,是,5,75,低,是,0,中,高,公立,消极,3,否,高中,中等,男,65
18,82,高,低,是,6,89,高,是,0,中,中,私立,积极,1,是,大学,中等,男,66
28,69,中,低,否,8,98,中,是,0,中,中,公立,积极,5,否,高中,近,男,67
25,82,中,高,否,4,54,中,是,0,中,中,公立,中性,3,否,高中,近,男,67
19,75,中,中,是,5,90,高,是,0,中,,私立,消极,3,否,研究生,近,女,66
22,88,中,低,是,6,63,低,是,3,低,中,公立,积极,3,否,研究生,近,男,69
16,79,中,中,是,8,91,中,是,4,高,中,私立,积极,1,否,研究生,近,男,69
21,93,中,低,否,7,67,高,是,2,低,中,公立,中性,3,否,大学,远,女,68
20,87,低,低,否,8,56,中,否,1,高,中,公立,消极,1,否,大学,近,女,64
26,87,中,中,是,7,81,中,是,1,高,中,公立,消极,2,否,高中,近,男,70
26,69,中,中,否,7,95,中,是,1,低,中,公立,消极,4,否,研究生,近,女,67
23,99,低,低,否,6,59,中,是,1,中,中,公立,积极,3,否,高中,远,男,68
18,94,中,中,是,8,51,中,是,0,高,中,公立,积极,3,是,大学,中等,女,67
24,92,高,中,是,5,94,低,是,1,中,中,公立,中性,2,否,研究生,近,女,73
19,73,中,中,是,7,85,中,是,1,中,中,公立,中性,3,否,高中,远,男,65
14,81,中,高,否,9,90,中,是,3,高,高,公立,中性,3,否,研究生,近,男,69
18,65,中,中,是,6,53,中,是,1,中,中,私立,积极,3,是,研究生,近,男,63
21,82,中,中,否,5,95,中,是,3,低,低,公立,积极,4,否,高中,近,女,68
25,66,中,高,否,4,71,高,是,0,中,中,公立,消极,3,是,高中,近,女,64
19,82,低,高,否,8,95,中,是,2,低,高,公立,中性,4,是,研究生,中等,女,68
13,86,中,高,是,8,53,中,是,2,低,高,公立,积极,4,否,高中,远,男,66
20,76,中,中,否,6,94,低,是,2,低,高,公立,中性,3,是,高中,中等,男,65
21,80,中,中,是,5,84,低,是,4,低,中,私立,中性,2,否,研究生,近,女,69
21,95,低,中,否,7,78,高,是,2,低,高,公立,中性,2,是,高中,近,男,69
26,64,低,高,是,9,53,中,否,2,低,高,公立,消极,4,否,大学,近,男,64
26,92,高,高,否,5,84,高,是,0,中,高,公立,中性,2,否,研究生,近,男,74
16,67,高,中,否,9,80,中,是,1,低,高,公立,中性,3,否,高中,近,女,64
16,61,中,低,否,4,86,中,是,3,中,高,公立,积极,4,否,高中,近,女,63
14,67,高,中,是,5,86,中,否,0,高,中,公立,积极,4,否,大学,中等,女,64
24,91,中,中,是,7,72,中,是,3,中,高,公立,中性,3,否,高中,中等,男,71
29,76,低,高,是,8,60,中,是,2,中,中,公立,消极,3,否,高中,近,女,68
18,95,中,中,是,9,96,低,是,4,中,中,公立,消极,4,否,大学,近,女,72
19,81,中,低,是,8,96,高,是,1,低,中,私立,消极,4,否,研究生,近,男,67
29,61,中,高,否,9,61,中,是,0,低,中,私立,消极,3,否,高中,近,男,64
23,89,中,低,否,7,82,中,是,2,高,高,公立,积极,1,否,大学,近,男,70
23,64,高,中,是,6,60,低,是,2,中,中,公立,消极,3,否,大学,近,女,65
13,92,高,中,否,9,93,高,是,2,高,中,公立,消极,2,否,大学,中等,男,69
24,67,高,中,否,9,55,高,是,2,低,低,公立,积极,2,否,大学,中等,男,65
14,74,高,中,否,8,100,中,是,1,低,中,公立,中性,3,否,大学,近,男,66
13,90,高,中,否,8,81,中,是,0,中,中,公立,积极,3,否,高中,中等,女,67
18,98,中,低,否,9,51,中,是,1,高,中,公立,中性,4,否,大学,近,男,68
16,75,中,中,是,8,94,中,是,0,中,中,私立,积极,3,否,高中,中等,男,65
19,93,中,中,否,7,84,高,否,0,中,低,公立,中性,2,否,大学,近,男,68
11,68,中,高,是,8,85,高,否,2,中,中,公立,消极,2,否,大学,近,男,63
26,92,中,中,否,8,64,中,是,1,中,中,私立,积极,5,否,高中,近,男,71
27,86,高,中,否,8,67,中,是,1,低,中,公立,积极,4,否,大学,近,男,71
8,68,高,中,是,7,96,中,是,2,低,高,公立,积极,3,否,研究生,近,女,65
26,72,中,低,否,8,82,中,是,2,中,低,公立,消极,2,否,研究生,远,女,65
15,65,中,低,是,8,51,中,是,1,高,中,公立,积极,3,否,高中,中等,女,61
25,75,高,高,是,7,66,低,是,0,低,高,公立,消极,4,否,高中,近,男,68
20,68,低,中,是,6,80,低,是,4,低,中,私立,中性,4,否,大学,近,女,65
20,86,低,中,否,9,57,中,是,0,中,高,公立,积极,4,否,高中,中等,男,66
19,100,高,低,是,5,55,低,是,2,低,中,公立,积极,4,否,高中,中等,男,69
27,60,高,高,否,6,53,低,是,3,低,低,私立,积极,2,否,高中,中等,女,65
13,82,中,高,否,7,82,中,是,1,低,低,公立,积极,3,否,高中,近,女,65
24,83,高,中,否,4,66,高,是,2,中,高,私立,积极,4,是,研究生,中等,男,70
27,97,中,中,否,9,69,中,是,1,低,中,私立,中性,2,否,高中,中等,女,70
24,80,中,中,是,7,53,中,是,2,低,中,公立,积极,4,是,高中,近,女,67
34,82,中,高,是,9,87,高,是,3,低,中,公立,积极,4,否,高中,近,女,75
17,79,低,低,是,10,88,低,是,3,中,高,私立,中性,3,否,高中,中等,女,65
26,71,中,中,是,7,91,中,否,2,低,中,私立,中性,3,否,高中,中等,女,66
19,62,高,中,是,9,83,高,是,2,中,中,公立,积极,3,否,大学,,男,67
27,76,低,中,是,5,89,低,是,0,低,,私立,积极,4,否,研究生,远,男,67
20,62,低,中,否,8,79,高,是,2,低,中,公立,积极,1,否,高中,近,女,62
18,82,中,中,是,6,75,中,是,0,低,中,私立,消极,4,否,大学,近,男,66
28,72,低,高,否,8,63,低,是,1,低,高,公立,中性,2,否,,近,男,66
17,81,高,低,是,8,53,高,是,0,中,中,公立,中性,2,否,高中,远,男,64
12,65,低,中,否,7,65,中,是,2,中,中,公立,中性,2,否,高中,近,男,60
17,97,中,中,是,8,84,中,否,3,低,低,私立,中性,3,否,研究生,近,女,70
24,96,中,中,否,8,96,中,是,2,低,低,公立,积极,3,否,大学,近,女,72
28,68,高,中,是,7,63,中,是,0,低,高,公立,消极,2,否,大学,近,男,67
21,74,中,高,是,10,83,低,是,1,高,中,公立,中性,3,否,高中,中等,女,67
28,85,中,中,是,7,74,中,是,1,中,高,公立,积极,3,否,研究生,近,女,72
12,64,高,高,是,9,81,中,否,1,高,高,公立,中性,3,否,高中,中等,男,63
17,74,低,中,否,9,50,中,是,0,低,高,公立,消极,2,否,高中,远,女,60
18,70,中,中,是,4,56,中,是,1,高,高,公立,中性,4,否,高中,近,男,65
19,97,高,中,是,9,61,高,是,2,中,高,公立,中性,1,否,研究生,中等,男,72
21,94,中,高,否,9,95,低,是,0,中,高,私立,消极,3,否,高中,近,男,70
24,83,高,中,是,7,52,高,是,1,中,高,公立,积极,4,否,大学,近,女,71
17,81,低,中,是,8,78,低,是,1,低,高,私立,积极,4,否,大学,中等,男,66
21,97,低,中,是,8,96,高,是,2,低,高,公立,积极,4,否,大学,中等,女,72
20,97,低,中,是,9,83,高,是,3,中,高,公立,积极,3,否,研究生,近,女,73
14,99,高,中,是,6,74,中,是,2,中,中,公立,中性,3,否,大学,近,男,71
19,65,高,低,否,9,69,中,是,4,低,高,公立,中性,2,否,大学,远,男,64
19,66,中,高,是,5,81,中,是,1,高,中,私立,积极,3,否,大学,中等,男,66
19,87,中,中,否,4,74,高,是,1,高,中,公立,积极,3,否,大学,近,男,69
20,82,低,中,否,8,85,低,是,1,中,高,私立,中性,3,是,研究生,近,女,66
20,61,中,高,否,9,81,中,是,0,高,高,公立,中性,2,是,高中,近,男,63
17,62,中,中,是,7,78,中,是,0,中,高,公立,消极,3,否,高中,近,男,62
28,96,高,低,是,4,98,高,是,1,高,高,公立,积极,3,否,高中,近,男,98
13,95,高,高,是,5,92,低,是,1,中,中,私立,积极,2,否,大学,近,女,71
16,74,高,中,否,8,80,中,是,0,低,中,公立,积极,4,否,研究生,近,女,66
37,96,中,中,否,7,77,中,是,2,中,中,公立,积极,3,否,高中,中等,女,75
14,84,高,中,是,9,86,高,是,1,低,中,私立,积极,4,否,高中,近,女,68
12,92,高,中,否,7,90,中,是,2,中,高,公立,消极,5,否,高中,近,男,69
24,77,中,低,是,6,65,高,是,2,中,高,私立,积极,3,否,高中,近,男,68
8,65,中,中,否,7,83,低,是,3,中,中,公立,消极,4,否,高中,近,女,60
19,77,中,低,否,9,57,低,是,4,中,中,公立,中性,3,是,高中,近,女,64
33,78,中,中,否,9,72,中,是,4,中,中,公立,积极,3,否,高中,中等,男,71
11,82,高,高,否,7,97,低,是,2,高,中,公立,积极,3,否,大学,近,男,69
8,64,中,中,是,7,66,中,是,1,低,中,私立,积极,3,否,大学,近,男,60
11,100,高,高,是,8,58,高,是,1,低,中,私立,积极,3,否,大学,近,女,70
25,70,低,中,是,6,57,中,是,4,中,中,私立,中性,3,否,高中,近,男,66
27,68,高,中,否,8,70,高,是,0,中,中,私立,积极,3,否,研究生,近,男,68
17,81,高,低,否,7,61,中,是,2,高,中,公立,积极,2,否,大学,近,女,67
24,81,中,中,是,7,71,高,是,1,中,高,公立,中性,3,否,大学,近,男,70
28,78,高,中,是,7,86,低,是,0,低,高,公立,中性,2,否,大学,中等,男,69
31,91,中,高,是,7,94,高,是,2,高,高,公立,消极,3,否,高中,远,男,75
19,81,中,低,是,10,56,低,是,1,中,高,公立,积极,3,否,高中,近,男,65
6,84,中,中,是,6,88,中,是,1,低,中,私立,积极,5,否,研究生,中等,男,65
15,89,中,低,否,6,55,中,是,1,中,中,公立,积极,4,否,研究生,中等,男,66
17,61,高,中,是,9,69,高,是,1,中,高,公立,积极,3,否,高中,远,男,64
18,83,低,中,否,8,100,中,是,1,低,高,私立,消极,2,否,高中,近,女,66
19,95,中,高,是,8,53,中,是,3,低,中,公立,积极,1,否,高中,中等,女,70
27,61,高,低,否,5,51,高,是,1,低,中,私立,积极,1,否,大学,远,男,63
28,76,低,低,否,7,67,高,是,1,高,低,公立,消极,4,否,大学,近,男,66
19,97,低,中,是,8,98,低,是,1,中,中,公立,积极,3,否,大学,近,女,71
27,74,中,高,否,6,51,高,是,2,中,中,私立,积极,4,否,高中,远,男,68
22,78,中,中,是,8,61,中,是,2,高,中,公立,积极,5,否,高中,中等,男,68
20,99,低,中,否,7,80,高,是,0,中,高,公立,消极,3,否,研究生,近,男,71
25,68,低,中,否,6,62,低,是,1,低,高,私立,消极,4,否,大学,中等,女,63
20,63,低,低,否,9,53,低,是,1,中,中,公立,积极,4,否,高中,近,男,60
32,94,中,高,是,9,53,中,是,1,中,中,公立,中性,3,否,高中,近,女,73
11,95,中,中,是,7,78,低,是,4,中,中,私立,消极,4,否,高中,近,女,68
17,79,高,高,是,8,78,中,是,2,高,中,公立,积极,5,否,高中,近,女,70
19,81,中,中,是,9,85,中,是,1,低,中,公立,中性,1,否,高中,中等,男,66
23,93,高,中,否,6,57,中,是,1,高,中,公立,积极,2,否,研究生,近,女,72
28,90,高,低,是,8,75,中,是,1,低,高,公立,中性,3,是,高中,中等,男,70
20,71,高,高,是,6,80,中,是,2,高,低,公立,积极,3,否,高中,近,男,68
11,61,中,中,是,5,61,中,是,3,中,高,公立,中性,0,是,研究生,近,男,60
25,79,高,中,否,6,77,低,否,2,低,高,公立,中性,3,否,高中,近,男,68
25,94,高,高,否,5,85,高,是,1,中,中,公立,中性,2,否,大学,近,女,74
